"n","k","beta1","beta2","beta3","rep","LC","LR"
100,500,0.1,10,0.1,5,0.00716724484885093,139.523627431303
100,500,0.1,10,0.1,6,9.05905508823183e-05,11038.6788716966
100,500,0.1,10,0.1,7,0.00365763474896302,273.400727145735
100,500,0.1,10,0.1,8,9.79630489067788e-08,10207930.5529945
100,500,0.1,10,0.1,9,5.09091124985719e-05,19642.8488127357
100,500,0.1,10,0.1,10,1.68724163745031e-06,592683.334623699
100,500,0.1,10,0.1,11,3.55305903249991e-05,28144.7617631167
100,500,0.1,10,0.1,12,0.000420187497345115,2379.88994512767
100,500,0.1,10,0.1,13,0.0048271158353167,207.163041890084
100,500,0.1,10,0.1,14,3.58301549713085e-09,279094522.700436
100,500,0.1,10,0.1,15,1.54612120914807e-06,646779.821713338
100,500,0.1,10,0.1,16,3.61872077186916e-06,276340.746645526
100,500,0.1,10,0.1,17,4.70801591683888e-05,21240.3699916001
100,500,0.1,10,0.1,18,0.0129538737318233,77.1969852958609
100,500,0.1,10,0.1,19,5.49008920976841e-06,182146.402688816
100,500,0.1,10,0.1,20,372.201452924804,0.00268671707792079
100,500,0.1,10,0.1,21,2.7218335877641e-05,36739.9390063912
100,500,0.1,10,0.1,22,0.00021556789357255,4638.90973478129
100,500,0.1,10,0.1,23,1,1
100,500,0.1,10,0.1,24,0.000582173667764556,1717.70049964613
100,500,0.1,10,0.1,25,0.00983758535138408,101.650960503159
100,500,0.1,10,0.1,26,3.37030752091651e-07,2967088.29622783
100,500,0.1,10,0.1,27,0.0350408428737108,28.5381263117459
100,500,0.1,10,0.1,28,2.62860321955408e-07,3804301.81535592
100,500,0.1,10,0.1,29,7176.35413784636,0.000139346523428413
100,500,0.1,10,0.1,30,5.86920859479949e-07,1703807.22349188
1000,500,0.1,10,0.1,1,1.35529883436833e-61,7.37844654360728e+60
1000,500,0.1,10,0.1,2,4.12640807600681e-54,2.42341518720493e+53
1000,500,0.1,10,0.1,3,1.15320685018142e-71,8.67147120954654e+70
1000,500,0.1,10,0.1,4,3.68520248641248e-72,2.71355509958286e+71
1000,500,0.1,10,0.1,5,3.91172137174291e-60,2.55641929720173e+59
1000,500,0.1,10,0.1,6,2.65691956641499e-59,3.76375714432828e+58
1000,500,0.1,10,0.1,7,1.41020136645186e-58,7.09118586742016e+57
1000,500,0.1,10,0.1,8,2.46162950455996e-75,4.06234974900806e+74
1000,500,0.1,10,0.1,9,5.27530691688413e-83,1.89562430348726e+82
1000,500,0.1,10,0.1,10,3.19567601704638e-70,3.1292283531428e+69
1000,500,0.1,10,0.1,11,1.0882245559805e-67,9.18927986420038e+66
1000,500,0.1,10,0.1,12,1.27132951009671e-66,7.86578138915326e+65
1000,500,0.1,10,0.1,13,3.90026458613802e-73,2.56392862052004e+72
1000,500,0.1,10,0.1,14,2.47789091025772e-68,4.03569017449599e+67
1000,500,0.1,10,0.1,15,3.84166822262337e-77,2.60303582207088e+76
1000,500,0.1,10,0.1,16,3.12243806038727e-68,3.20262557866712e+67
1000,500,0.1,10,0.1,17,2.12887703930243e-72,4.6973121581868e+71
1000,500,0.1,10,0.1,18,8.63066189566889e-77,1.15865968576736e+76
1000,500,0.1,10,0.1,19,6.79310204779824e-70,1.47208152176091e+69
1000,500,0.1,10,0.1,20,1.29132503229408e-74,7.74398369884824e+73
1000,500,0.1,10,0.1,21,1.76319334222997e-65,5.67152776754059e+64
1000,500,0.1,10,0.1,22,5.17453628754183e-69,1.93254031749201e+68
1000,500,0.1,10,0.1,23,1.53051955747905e-60,6.53372898839086e+59
1000,500,0.1,10,0.1,24,3.57277013131851e-74,2.79894861198628e+73
1000,500,0.1,10,0.1,25,3.29241337939308e-68,3.03728567700189e+67
1000,500,0.1,10,0.1,26,5.50326354416725e-58,1.81710360038975e+57
1000,500,0.1,10,0.1,27,3.94137360846942e-69,2.53718652261524e+68
1000,500,0.1,10,0.1,28,1.02523598871506e-75,9.7538519034365e+74
1000,500,0.1,10,0.1,29,1.30347418298766e-66,7.67180518840755e+65
1000,500,0.1,10,0.1,30,2.65372633239013e-75,3.7682860805746e+74
10000,500,0.1,10,0.1,1,0,Inf
10000,500,0.1,10,0.1,2,0,Inf
10000,500,0.1,10,0.1,3,0,Inf
10000,500,0.1,10,0.1,4,0,Inf
10000,500,0.1,10,0.1,5,0,Inf
10000,500,0.1,10,0.1,6,0,Inf
10000,500,0.1,10,0.1,7,0,Inf
10000,500,0.1,10,0.1,8,0,Inf
10000,500,0.1,10,0.1,9,0,Inf
10000,500,0.1,10,0.1,10,0,Inf
10000,500,0.1,10,0.1,11,0,Inf
10000,500,0.1,10,0.1,12,0,Inf
10000,500,0.1,10,0.1,13,0,Inf
10000,500,0.1,10,0.1,14,0,Inf
10000,500,0.1,10,0.1,15,0,Inf
10000,500,0.1,10,0.1,16,0,Inf
10000,500,0.1,10,0.1,17,0,Inf
10000,500,0.1,10,0.1,18,0,Inf
10000,500,0.1,10,0.1,19,0,Inf
10000,500,0.1,10,0.1,20,0,Inf
10000,500,0.1,10,0.1,21,0,Inf
10000,500,0.1,10,0.1,22,0,Inf
10000,500,0.1,10,0.1,23,0,Inf
10000,500,0.1,10,0.1,24,0,Inf
10000,500,0.1,10,0.1,25,0,Inf
10000,500,0.1,10,0.1,26,0,Inf
10000,500,0.1,10,0.1,27,0,Inf
10000,500,0.1,10,0.1,28,0,Inf
10000,500,0.1,10,0.1,29,0,Inf
10000,500,0.1,10,0.1,30,0,Inf
100,2000,0.1,10,0.1,1,0.00151982047742608,657.972447965411
100,2000,0.1,10,0.1,2,0.0011824879730472,845.674563118861
100,2000,0.1,10,0.1,3,5.37547927156328e-07,1860299.23934426
100,2000,0.1,10,0.1,4,9.95236417207782e-06,100478.638312451
100,2000,0.1,10,0.1,5,0.000344860765918544,2899.72098547215
100,2000,0.1,10,0.1,6,3.39087014516282e-06,294909.553356542
100,2000,0.1,10,0.1,7,5.8993012342084e-05,16951.1601509901
100,2000,0.1,10,0.1,8,7.17788476947439e-07,1393168.0879759
100,2000,0.1,10,0.1,9,0.00207244952552428,482.520798544912
100,2000,0.1,10,0.1,10,2.36140560371575e-05,42347.6593104746
100,2000,0.1,10,0.1,11,1.31660349923324e-06,759530.109545036
100,2000,0.1,10,0.1,12,8.83805707229539e-06,113147.040330243
100,2000,0.1,10,0.1,13,0.146013209378511,6.84869543143656
100,2000,0.1,10,0.1,14,0.00330505778904552,302.56657033788
100,2000,0.1,10,0.1,15,1.60101371593964e-05,62460.4267936017
100,2000,0.1,10,0.1,16,0.057025913903929,17.5358873105425
100,2000,0.1,10,0.1,17,3483.66847266933,0.000287053721628614
100,2000,0.1,10,0.1,18,2.26707582559169e-07,4410968.47627055
100,2000,0.1,10,0.1,19,1.28762858631763e-05,77662.1465713031
100,2000,0.1,10,0.1,20,4.52913534198274e-08,22079269.54027
100,2000,0.1,10,0.1,21,1,1
100,2000,0.1,10,0.1,22,1.2237032556721e-06,817191.582489307
100,2000,0.1,10,0.1,23,0.00316390393926025,316.065221700065
100,2000,0.1,10,0.1,24,4.33566344220311e-05,23064.5208819959
100,2000,0.1,10,0.1,25,0.00681338289520847,146.769969540865
100,2000,0.1,10,0.1,26,4.32709846100268e-06,231101.743815711
100,2000,0.1,10,0.1,27,0.00153968246791101,649.484566357871
100,2000,0.1,10,0.1,28,0.003330929943697,300.216461139407
100,2000,0.1,10,0.1,29,1,1
100,2000,0.1,10,0.1,30,4.58943676205154e-06,217891.661187851
1000,2000,0.1,10,0.1,1,3.51406550526515e-63,2.84570677041077e+62
1000,2000,0.1,10,0.1,2,2.61187149778299e-61,3.82867227904902e+60
1000,2000,0.1,10,0.1,3,1.24373590173285e-61,8.04029214406966e+60
1000,2000,0.1,10,0.1,4,7.48921102618686e-66,1.33525413625466e+65
1000,2000,0.1,10,0.1,5,3.7543563708185e-71,2.66357239758245e+70
1000,2000,0.1,10,0.1,6,7.78940403446339e-74,1.28379526286685e+73
1000,2000,0.1,10,0.1,7,3.01767987652795e-73,3.31380411745519e+72
1000,2000,0.1,10,0.1,8,1.12530509853164e-74,8.88647888741332e+73
1000,2000,0.1,10,0.1,9,1.08265538412965e-66,9.23654945662976e+65
1000,2000,0.1,10,0.1,10,5.25215656376123e-70,1.9039797992691e+69
1000,2000,0.1,10,0.1,11,1.94827784704032e-68,5.13273813341934e+67
1000,2000,0.1,10,0.1,12,1.03262640299109e-63,9.6840444627739e+62
1000,2000,0.1,10,0.1,13,3.15232809757941e-59,3.17225862614958e+58
1000,2000,0.1,10,0.1,14,9.79029414893131e-72,1.02141977022126e+71
1000,2000,0.1,10,0.1,15,1.94607582193059e-68,5.13854593295321e+67
1000,2000,0.1,10,0.1,16,1.67159230059919e-55,5.98231996905911e+54
1000,2000,0.1,10,0.1,17,1.59072967869212e-63,6.28642322699471e+62
1000,2000,0.1,10,0.1,18,9.31182790593394e-66,1.07390300819751e+65
1000,2000,0.1,10,0.1,19,7.55958024172737e-68,1.32282477071968e+67
1000,2000,0.1,10,0.1,20,5.95827125834744e-68,1.67833916356026e+67
1000,2000,0.1,10,0.1,21,1.84578896084939e-72,5.41773746192427e+71
1000,2000,0.1,10,0.1,22,4.94821056951745e-61,2.02093258957151e+60
1000,2000,0.1,10,0.1,23,2.3042785717749e-67,4.33975306739817e+66
1000,2000,0.1,10,0.1,24,6.65393360465846e-72,1.50287042133978e+71
1000,2000,0.1,10,0.1,25,2.18144190188235e-64,4.58412391884977e+63
1000,2000,0.1,10,0.1,26,3.68803371910178e-71,2.71147195542331e+70
1000,2000,0.1,10,0.1,27,7.85576142173999e-69,1.27295108177879e+68
1000,2000,0.1,10,0.1,28,1.43387283624835e-71,6.97411914585429e+70
1000,2000,0.1,10,0.1,29,6.50529970776343e-63,1.53720819166348e+62
1000,2000,0.1,10,0.1,30,1.66496834265511e-72,6.00612020289413e+71
10000,2000,0.1,10,0.1,1,0,Inf
10000,2000,0.1,10,0.1,2,0,Inf
10000,2000,0.1,10,0.1,3,0,Inf
10000,2000,0.1,10,0.1,4,0,Inf
10000,2000,0.1,10,0.1,5,0,Inf
10000,2000,0.1,10,0.1,6,0,Inf
10000,2000,0.1,10,0.1,7,0,Inf
10000,2000,0.1,10,0.1,8,0,Inf
10000,2000,0.1,10,0.1,9,0,Inf
10000,2000,0.1,10,0.1,10,0,Inf
10000,2000,0.1,10,0.1,11,0,Inf
10000,2000,0.1,10,0.1,12,0,Inf
10000,2000,0.1,10,0.1,13,0,Inf
10000,2000,0.1,10,0.1,14,0,Inf
10000,2000,0.1,10,0.1,15,0,Inf
10000,2000,0.1,10,0.1,16,0,Inf
10000,2000,0.1,10,0.1,17,0,Inf
10000,2000,0.1,10,0.1,18,0,Inf
10000,2000,0.1,10,0.1,19,0,Inf
10000,2000,0.1,10,0.1,20,0,Inf
10000,2000,0.1,10,0.1,21,0,Inf
10000,2000,0.1,10,0.1,22,0,Inf
10000,2000,0.1,10,0.1,23,0,Inf
10000,2000,0.1,10,0.1,24,0,Inf
10000,2000,0.1,10,0.1,25,0,Inf
10000,2000,0.1,10,0.1,26,0,Inf
10000,2000,0.1,10,0.1,27,0,Inf
10000,2000,0.1,10,0.1,28,0,Inf
10000,2000,0.1,10,0.1,29,0,Inf
10000,2000,0.1,10,0.1,30,0,Inf
100,5000,0.1,10,0.1,1,0.000321990835278202,3105.67845552496
100,5000,0.1,10,0.1,2,0.0745332117304183,13.4168376322885
100,5000,0.1,10,0.1,3,0.000482962174404934,2070.55552793988
100,5000,0.1,10,0.1,4,2.4418674107376e-05,40952.2644678703
100,5000,0.1,10,0.1,5,9.93606838306556e-06,100643.42971958
100,5000,0.1,10,0.1,6,0.0061417615960515,162.819735732317
100,5000,0.1,10,0.1,7,0.00112094821512855,892.101870990822
100,5000,0.1,10,0.1,8,0.00041263813159379,2423.4309033379
100,5000,0.1,10,0.1,9,1.69501442019424e-05,58996.5482349939
100,5000,0.1,10,0.1,10,0.0136978245315772,73.0042933237122
100,5000,0.1,10,0.1,11,1,1
100,5000,0.1,10,0.1,12,0.0107749385977139,92.8079534682607
100,5000,0.1,10,0.1,13,6.64887483035182e-06,150401.38753027
100,5000,0.1,10,0.1,14,1.06625497949761e-05,93786.1974132277
100,5000,0.1,10,0.1,15,1.22466374720859e-05,81655.0667298943
100,5000,0.1,10,0.1,16,0.00445896825986135,224.267126770509
100,5000,0.1,10,0.1,17,0.0395695736662204,25.2719427415433
100,5000,0.1,10,0.1,18,4.5109028241947e-08,22168511.2487105
100,5000,0.1,10,0.1,19,0.999999999999972,1.00000000000003
100,5000,0.1,10,0.1,20,6.85591596817393e-09,145859430.693453
100,5000,0.1,10,0.1,21,1,1
100,5000,0.1,10,0.1,22,0.488872592240333,2.04552273101944
100,5000,0.1,10,0.1,23,1.17293856383087,0.85255957203245
100,5000,0.1,10,0.1,24,1,1
100,5000,0.1,10,0.1,25,7.1871009094123e-06,139138.160518992
100,5000,0.1,10,0.1,26,0.429848546042871,2.32640079675939
100,5000,0.1,10,0.1,27,1,1
100,5000,0.1,10,0.1,28,7.77717146960768e-05,12858.1451998055
100,5000,0.1,10,0.1,29,0.00968799547541376,103.220527150101
100,5000,0.1,10,0.1,30,7.33478880303084e-06,136336.577214982
1000,5000,0.1,10,0.1,1,3.08571796150269e-64,3.24073688028513e+63
1000,5000,0.1,10,0.1,2,2.75165470699071e-72,3.63417690984065e+71
1000,5000,0.1,10,0.1,3,1.17018084114357e-78,8.5456876821085e+77
1000,5000,0.1,10,0.1,4,3.60106818071047e-56,2.77695380875212e+55
1000,5000,0.1,10,0.1,5,1.39018918805549e-74,7.19326555401238e+73
1000,5000,0.1,10,0.1,6,1.12761874552832e-81,8.86824561905869e+80
1000,5000,0.1,10,0.1,7,4.18509139710525e-63,2.3894340770949e+62
1000,5000,0.1,10,0.1,8,1.31791619243381e-68,7.5877358950518e+67
1000,5000,0.1,10,0.1,9,1.51104814875652e-67,6.6179228029426e+66
1000,5000,0.1,10,0.1,10,3.14179688878542e-68,3.18289194177217e+67
1000,5000,0.1,10,0.1,11,3.73690269636309e-68,2.67601294776351e+67
1000,5000,0.1,10,0.1,12,3.54091427542739e-70,2.82412936946716e+69
1000,5000,0.1,10,0.1,13,1.70855335401136e-69,5.85290472581491e+68
1000,5000,0.1,10,0.1,14,2.58622670358046e-67,3.86663705318473e+66
1000,5000,0.1,10,0.1,15,6.84249227876566e-74,1.46145579601647e+73
1000,5000,0.1,10,0.1,16,1.23195453802659e-59,8.11718264865402e+58
1000,5000,0.1,10,0.1,17,4.27180246323722e-70,2.34093221445963e+69
1000,5000,0.1,10,0.1,18,5.29359137246679e-68,1.8890766771331e+67
1000,5000,0.1,10,0.1,19,1.99408568267363e-72,5.01482964693484e+71
1000,5000,0.1,10,0.1,20,1.2948546199712e-71,7.72287471177455e+70
1000,5000,0.1,10,0.1,21,2.18848813964658e-72,4.56936449361562e+71
1000,5000,0.1,10,0.1,22,2.17559605113326e-64,4.59644151072577e+63
1000,5000,0.1,10,0.1,23,1.85120645660609e-66,5.40188262865801e+65
1000,5000,0.1,10,0.1,24,7.45349464968532e-78,1.34165253615929e+77
1000,5000,0.1,10,0.1,25,7.21267784145322e-67,1.3864476162414e+66
1000,5000,0.1,10,0.1,26,1.19711855749714e-56,8.35339151446066e+55
1000,5000,0.1,10,0.1,27,9.58545551522267e-71,1.04324723891514e+70
1000,5000,0.1,10,0.1,28,5.14872386447703e-72,1.94222884412072e+71
1000,5000,0.1,10,0.1,29,5.500742702658e-56,1.81793632979196e+55
1000,5000,0.1,10,0.1,30,7.12594112856533e-66,1.40332340943902e+65
10000,5000,0.1,10,0.1,1,0,Inf
10000,5000,0.1,10,0.1,2,0,Inf
10000,5000,0.1,10,0.1,3,0,Inf
10000,5000,0.1,10,0.1,4,0,Inf
10000,5000,0.1,10,0.1,5,0,Inf
10000,5000,0.1,10,0.1,6,0,Inf
10000,5000,0.1,10,0.1,7,0,Inf
10000,5000,0.1,10,0.1,8,0,Inf
10000,5000,0.1,10,0.1,9,0,Inf
10000,5000,0.1,10,0.1,10,0,Inf
10000,5000,0.1,10,0.1,11,0,Inf
10000,5000,0.1,10,0.1,12,0,Inf
10000,5000,0.1,10,0.1,13,0,Inf
10000,5000,0.1,10,0.1,14,0,Inf
10000,5000,0.1,10,0.1,15,0,Inf
10000,5000,0.1,10,0.1,16,0,Inf
10000,5000,0.1,10,0.1,17,0,Inf
10000,5000,0.1,10,0.1,18,0,Inf
10000,5000,0.1,10,0.1,19,0,Inf
10000,5000,0.1,10,0.1,20,0,Inf
10000,5000,0.1,10,0.1,21,0,Inf
10000,5000,0.1,10,0.1,22,0,Inf
10000,5000,0.1,10,0.1,23,0,Inf
10000,5000,0.1,10,0.1,24,0,Inf
10000,5000,0.1,10,0.1,25,0,Inf
10000,5000,0.1,10,0.1,26,0,Inf
10000,5000,0.1,10,0.1,27,0,Inf
10000,5000,0.1,10,0.1,28,0,Inf
10000,5000,0.1,10,0.1,29,0,Inf
10000,5000,0.1,10,0.1,30,0,Inf
100,10,1,10,0.1,1,2.58782415723736e-06,386425.019336535
100,10,1,10,0.1,2,3.47834671204137e-05,28749.2904757939
100,10,1,10,0.1,3,1.70034175135202e-06,588117.064822323
100,10,1,10,0.1,4,0.000749157475641992,1334.83283890753
100,10,1,10,0.1,5,3.64510202221462e-05,27434.0743799659
100,10,1,10,0.1,6,5.90064259294276e-06,169473.067424218
100,10,1,10,0.1,7,5.92566033791085e-06,168757.563372686
100,10,1,10,0.1,8,1.51395814396471e-05,66052.0242244761
100,10,1,10,0.1,9,5.08473311319353e-07,1966671.55923143
100,10,1,10,0.1,10,0.000260712550772523,3835.64196290849
100,10,1,10,0.1,11,0.000258300388583207,3871.46146192446
100,10,1,10,0.1,12,5.65605305349385e-05,17680.1736218206
100,10,1,10,0.1,13,9.72407466628369e-06,102837.548488526
100,10,1,10,0.1,14,2.35453632482846e-06,424712.071525529
100,10,1,10,0.1,15,1.48342297335123e-08,67411656.5513934
100,10,1,10,0.1,16,2.88348930475647e-07,3468020.49291615
100,10,1,10,0.1,17,0.016431236169656,60.8596936758006
100,10,1,10,0.1,18,3.35354312591686e-08,29819207.9974101
100,10,1,10,0.1,19,2.20317868896538e-07,4538896.48174476
100,10,1,10,0.1,20,5.2419582846401e-06,190768.400986743
100,10,1,10,0.1,21,0.000129728209877963,7708.42364155579
100,10,1,10,0.1,22,2.77474565970067e-07,3603933.91914658
100,10,1,10,0.1,23,8.42969407666046e-05,11862.8267040998
100,10,1,10,0.1,24,8.54433626096735e-07,1170365.92364494
100,10,1,10,0.1,25,1.29660462364132e-05,77124.5128828592
100,10,1,10,0.1,26,5.50616544470653e-06,181614.593684498
100,10,1,10,0.1,27,3.58108153028322e-07,2792452.4799102
100,10,1,10,0.1,28,1.23762962031519e-11,80799617558.0648
100,10,1,10,0.1,29,2.90989545555508e-05,34365.4957806463
100,10,1,10,0.1,30,2.53695791238438e-06,394172.877334076
1000,10,1,10,0.1,1,1.75798473612419e-64,5.68833152786462e+63
1000,10,1,10,0.1,2,2.1071019807409e-64,4.74585477656083e+63
1000,10,1,10,0.1,3,1.01379939640776e-65,9.86388434973763e+64
1000,10,1,10,0.1,4,7.1625328834768e-63,1.3961541486349e+62
1000,10,1,10,0.1,5,2.18612534062083e-75,4.57430313540948e+74
1000,10,1,10,0.1,6,8.75769549617246e-69,1.14185290004322e+68
1000,10,1,10,0.1,7,2.92551545283543e-68,3.41820105250441e+67
1000,10,1,10,0.1,8,3.48692026326151e-68,2.86786024485872e+67
1000,10,1,10,0.1,9,2.82647678281255e-76,3.53797351558263e+75
1000,10,1,10,0.1,10,3.75890210552321e-66,2.66035127259801e+65
1000,10,1,10,0.1,11,2.71431065974654e-66,3.68417666713721e+65
1000,10,1,10,0.1,12,9.49549337141232e-67,1.05313116537015e+66
1000,10,1,10,0.1,13,1.0069806963791e-63,9.9306769593081e+62
1000,10,1,10,0.1,14,1.67906403633832e-74,5.95569899871588e+73
1000,10,1,10,0.1,15,1.90222106690589e-60,5.25701253864555e+59
1000,10,1,10,0.1,16,1.31411911999978e-65,7.60966022623707e+64
1000,10,1,10,0.1,17,1.78810372355668e-74,5.59251673617077e+73
1000,10,1,10,0.1,18,1.38831263970066e-83,7.20298851572519e+82
1000,10,1,10,0.1,19,4.63442959092157e-68,2.15776284951855e+67
1000,10,1,10,0.1,20,9.93384169150814e-72,1.00665989156526e+71
1000,10,1,10,0.1,21,1.68613697912209e-68,5.93071626079076e+67
1000,10,1,10,0.1,22,3.58986077844206e-67,2.78562334786137e+66
1000,10,1,10,0.1,23,1.23272638271079e-74,8.11210025213368e+73
1000,10,1,10,0.1,24,2.07399102081761e-65,4.82162164620065e+64
1000,10,1,10,0.1,25,2.28385151904767e-70,4.37856835989489e+69
1000,10,1,10,0.1,26,2.60068728017061e-62,3.84513742818937e+61
1000,10,1,10,0.1,27,2.29260371744865e-64,4.36185282432003e+63
1000,10,1,10,0.1,28,5.00962314049458e-74,1.9961581379578e+73
1000,10,1,10,0.1,29,5.33098214713261e-63,1.87582695345898e+62
1000,10,1,10,0.1,30,4.0261588989879e-72,2.48375691344766e+71
10000,10,1,10,0.1,1,0,Inf
10000,10,1,10,0.1,2,0,Inf
10000,10,1,10,0.1,3,0,Inf
10000,10,1,10,0.1,4,0,Inf
10000,10,1,10,0.1,5,0,Inf
10000,10,1,10,0.1,6,0,Inf
10000,10,1,10,0.1,7,0,Inf
10000,10,1,10,0.1,8,0,Inf
10000,10,1,10,0.1,9,0,Inf
10000,10,1,10,0.1,10,0,Inf
10000,10,1,10,0.1,11,0,Inf
10000,10,1,10,0.1,12,0,Inf
10000,10,1,10,0.1,13,0,Inf
10000,10,1,10,0.1,14,0,Inf
10000,10,1,10,0.1,15,0,Inf
10000,10,1,10,0.1,16,0,Inf
10000,10,1,10,0.1,17,0,Inf
10000,10,1,10,0.1,18,0,Inf
10000,10,1,10,0.1,19,0,Inf
10000,10,1,10,0.1,20,0,Inf
10000,10,1,10,0.1,21,0,Inf
10000,10,1,10,0.1,22,0,Inf
10000,10,1,10,0.1,23,0,Inf
10000,10,1,10,0.1,24,0,Inf
10000,10,1,10,0.1,25,0,Inf
10000,10,1,10,0.1,26,0,Inf
10000,10,1,10,0.1,27,0,Inf
10000,10,1,10,0.1,28,0,Inf
10000,10,1,10,0.1,29,0,Inf
10000,10,1,10,0.1,30,0,Inf
100,50,1,10,0.1,1,5.7610009837009e-08,17358094.588583
100,50,1,10,0.1,2,0.000155754673833766,6420.35308081529
100,50,1,10,0.1,3,2.71729180660005e-05,36801.347487638
100,50,1,10,0.1,4,0.0134133592240057,74.5525399938825
100,50,1,10,0.1,5,5.01450220016743e+43,1.99421589637873e-44
100,50,1,10,0.1,6,2.32669078953354e-10,4297949708.22266
100,50,1,10,0.1,7,4.1957193386977e-05,23833.8153550182
100,50,1,10,0.1,8,2.10076054070841e-05,47601.8080415192
100,50,1,10,0.1,9,0.0724860185104374,13.7957639355789
100,50,1,10,0.1,10,0.00091399006681386,1094.10379424141
100,50,1,10,0.1,11,1.05283296207578e-05,94981.8286490944
100,50,1,10,0.1,12,3.87426727961133e-09,258113322.553296
100,50,1,10,0.1,13,1.29942831537118e-10,7695691929.83419
100,50,1,10,0.1,14,7.8827584638209e-06,126859.145131701
100,50,1,10,0.1,15,3.2475908923051e-06,307920.558087971
100,50,1,10,0.1,16,0.000170617358912356,5861.06833662622
100,50,1,10,0.1,17,3.47443350062826e-05,28781.6704455324
100,50,1,10,0.1,18,1.03817638948e-06,963227.453574511
100,50,1,10,0.1,19,9.29930863436801e-07,1075348.75905101
100,50,1,10,0.1,20,1,1
100,50,1,10,0.1,21,0.000118383363421688,8447.13286644802
100,50,1,10,0.1,22,5.43597324071649e-08,18395969.8791342
100,50,1,10,0.1,23,6.14854152249423e-06,162640.196271186
100,50,1,10,0.1,24,1.49281708918629e-06,669874.432201927
100,50,1,10,0.1,25,4.40067590677094e-05,22723.7820095178
100,50,1,10,0.1,26,8.73652401349526e-06,114461.998668499
100,50,1,10,0.1,27,1,1
100,50,1,10,0.1,28,1.09608452550591e-06,912338.397933715
100,50,1,10,0.1,29,0.0691579793578349,14.459647451899
100,50,1,10,0.1,30,4.76102461728299e-07,2100388.21553222
1000,50,1,10,0.1,1,3.07229888763912e-56,3.25489165140583e+55
1000,50,1,10,0.1,2,8.32589560889855e-54,1.20107198909775e+53
1000,50,1,10,0.1,3,6.69404097401576e-70,1.49386596807772e+69
1000,50,1,10,0.1,4,2.35467903522505e-64,4.246863309353e+63
1000,50,1,10,0.1,5,9.11244241575486e-64,1.09740062474476e+63
1000,50,1,10,0.1,6,1.05180848005397e-73,9.50743428070371e+72
1000,50,1,10,0.1,7,4.51507793874168e-67,2.21480119184541e+66
1000,50,1,10,0.1,8,8.58929619574267e-79,1.16423974352597e+78
1000,50,1,10,0.1,9,5.60586608170785e-76,1.78384568133555e+75
1000,50,1,10,0.1,10,1.46579265531061e-70,6.82224731019745e+69
1000,50,1,10,0.1,11,1.7745561767857e-80,5.63521185230284e+79
1000,50,1,10,0.1,12,4.25628815554172e-64,2.34946498793319e+63
1000,50,1,10,0.1,13,1.5868123131016e-56,6.30194252806994e+55
1000,50,1,10,0.1,14,1.41705119733051e-76,7.05690804879765e+75
1000,50,1,10,0.1,15,3.78869849908286e-74,2.63942881768521e+73
1000,50,1,10,0.1,16,8.00222787583522e-65,1.24965199131576e+64
1000,50,1,10,0.1,17,6.06454741702084e-71,1.6489276630823e+70
1000,50,1,10,0.1,18,1.15387395153839e-68,8.66645788014162e+67
1000,50,1,10,0.1,19,7.27501577155487e-76,1.37456746679502e+75
1000,50,1,10,0.1,20,1.06282474304897e-69,9.40888896819678e+68
1000,50,1,10,0.1,21,5.64762805461229e-66,1.77065484895614e+65
1000,50,1,10,0.1,22,1.07940831521527e-72,9.26433478327031e+71
1000,50,1,10,0.1,23,3.11684221103903e-59,3.20837543991885e+58
1000,50,1,10,0.1,24,1.14839344953777e-65,8.70781699775895e+64
1000,50,1,10,0.1,25,3.39651827082938e-64,2.94419143447097e+63
1000,50,1,10,0.1,26,1.80225015779648e-72,5.54861929501866e+71
1000,50,1,10,0.1,27,5.31634542032951e-60,1.8809913971655e+59
1000,50,1,10,0.1,28,2.69537473662266e-72,3.71005925971174e+71
1000,50,1,10,0.1,29,5.65549638355825e-60,1.76819138795176e+59
1000,50,1,10,0.1,30,1.06385320777315e-66,9.3997930606723e+65
10000,50,1,10,0.1,1,0,Inf
10000,50,1,10,0.1,2,0,Inf
10000,50,1,10,0.1,3,0,Inf
10000,50,1,10,0.1,4,0,Inf
10000,50,1,10,0.1,5,0,Inf
10000,50,1,10,0.1,6,0,Inf
10000,50,1,10,0.1,7,0,Inf
10000,50,1,10,0.1,8,0,Inf
10000,50,1,10,0.1,9,0,Inf
10000,50,1,10,0.1,10,0,Inf
10000,50,1,10,0.1,11,0,Inf
10000,50,1,10,0.1,12,0,Inf
10000,50,1,10,0.1,13,0,Inf
10000,50,1,10,0.1,14,0,Inf
10000,50,1,10,0.1,15,0,Inf
10000,50,1,10,0.1,16,0,Inf
10000,50,1,10,0.1,17,0,Inf
10000,50,1,10,0.1,18,0,Inf
10000,50,1,10,0.1,19,0,Inf
10000,50,1,10,0.1,20,0,Inf
10000,50,1,10,0.1,21,0,Inf
10000,50,1,10,0.1,22,0,Inf
10000,50,1,10,0.1,23,0,Inf
10000,50,1,10,0.1,24,0,Inf
10000,50,1,10,0.1,25,0,Inf
10000,50,1,10,0.1,26,0,Inf
10000,50,1,10,0.1,27,0,Inf
10000,50,1,10,0.1,28,0,Inf
10000,50,1,10,0.1,29,0,Inf
10000,50,1,10,0.1,30,0,Inf
100,100,1,10,0.1,1,5.89611332788796e-07,1696032.52920888
